별점,날짜,내용,정제된_내용,요일,리뷰길이,tfidf_같이,tfidf_계속,tfidf_공간,tfidf_공간이,tfidf_공포,tfidf_공포영화,tfidf_그냥,tfidf_기분,tfidf_끝나고,tfidf_너무,tfidf_느낌,tfidf_뭔가,tfidf_백룸,tfidf_보고,tfidf_보는,tfidf_봤는데,tfidf_영화,tfidf_영화가,tfidf_영화는,tfidf_영화를,tfidf_오랜만에,tfidf_이거,tfidf_이런,tfidf_있는,tfidf_재밌게,tfidf_정말,tfidf_주는,tfidf_진짜,tfidf_추천,tfidf_하는
10,2026-06-01 17:44:00,맨날 왁!! 하고 깜짝 놀라게만 하는 뻔한 공포 영화들 질렸으면 무조건 이거 예매하셈. 결이다름,맨날 왁 하고 깜짝 놀라게만 하는 뻔한 공포 영화들 질렸으면 무조건 이거 예매하셈 결이다름,Monday,53,0.0,0.0,0.0,0.0,0.539446995213356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591307643045432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994599324653294
10,2026-06-01 17:42:00,진짜 공간이 다 했음... 사람 미치게 만드는 특유의 불쾌함이 스크린 뚫고 나옴,진짜 공간이 다 했음 사람 미치게 만드는 특유의 불쾌함이 스크린 뚫고 나옴,Monday,44,0.0,0.0,0.0,0.8429207063446692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5380378079795173,0.0,0.0
10,2026-06-01 17:25:00,심리적 압박감 + 몰입도 최고 !끝나고도 자꾸 뒤 돌아보게 되는 영화 …,심리적 압박감  몰입도 최고 끝나고도 자꾸 뒤 돌아보게 되는 영화,Monday,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 17:13:00,"참신한 스릴러, 너무 재밌었고 무서웠고 또 보고싶어요!",참신한 스릴러 너무 재밌었고 무서웠고 또 보고싶어요,Monday,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 17:06:00,깜놀 모먼트는 없지만 그냥 조용한 상태가 제일 긴장되고 무서움.... 기괴한 느낌이 주는 공포가 장난 아니었음 ㅠㅠ,깜놀 모먼트는 없지만 그냥 조용한 상태가 제일 긴장되고 무서움 기괴한 느낌이 주는 공포가 장난 아니었음,Monday,64,0.0,0.0,0.0,0.0,0.0,0.0,0.7115248272768417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7026609567698069,0.0,0.0,0.0
4,2026-06-01 16:25:00,백룸 세계관에 대해서 아예 모른다구요? 영화 보지 마십쇼,백룸 세계관에 대해서 아예 모른다구요 영화 보지 마십쇼,Monday,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788764357094607,0.0,0.0,0.0,0.6146956881068316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 15:55:00,오랜만에 재밌는 영화 찾았어요ㅜㅜ 자꾸 머릿속으로 한 장면 놓치면 유튜브인 줄 알고 뒤로가기 버튼 누르고 싶은 영화였습니다 추천!!,오랜만에 재밌는 영화 찾았어요 자꾸 머릿속으로 한 장면 놓치면 유튜브인 줄 알고 뒤로가기 버튼 누르고 싶은 영화였습니다 추천,Monday,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40950937589533776,0.0,0.0,0.0,0.6156962521947221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732163070567915,0.0
10,2026-06-01 14:17:00,와 몰입감 미침.. 주인공한테 과몰입해서 같이 탈출구 찾다가 머리 깨지는 줄 알았네,와 몰입감 미침 주인공한테 과몰입해서 같이 탈출구 찾다가 머리 깨지는 줄 알았네,Monday,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 14:11:00,오랜만에 팝콘 먹는 것도 까먹고 집중해서 봄.다 끝나니까 손에 팝콘통 그대로 들려있더라,오랜만에 팝콘 먹는 것도 까먹고 집중해서 봄다 끝나니까 손에 팝콘통 그대로 들려있더라,Monday,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 14:02:00,피 한 방울 안 튀기는데 사람 정신을 은은하게 피말림. 역대급으로 기분 불쾌한데 묘하게 중독성 있는 공포임,피 한 방울 안 튀기는데 사람 정신을 은은하게 피말림 역대급으로 기분 불쾌한데 묘하게 중독성 있는 공포임,Monday,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124392426281538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7017337996444396,0.0,0.0,0.0,0.0,0.0,0.0
7,2026-06-01 13:44:00,흠…뭔 얘기지. 느껴야하는 영화같은데 난 못느꼈다.,흠뭔 얘기지 느껴야하는 영화같은데 난 못느꼈다,Monday,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 12:44:00,압도적 공간 연출과 무서운 분위기 덕분에 극장에서 볼 가치가 충분하다,압도적 공간 연출과 무서운 분위기 덕분에 극장에서 볼 가치가 충분하다,Monday,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 10:18:00,너무 재밋어요 완전굳이에요,너무 재밋어요 완전굳이에요,Monday,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-06-01 10:08:00,유튜브 단편으로는 너무 기대가됐는데 장편영화로는 서사가 너무길었고 지루하고 심지어 난해함...계속 아우지겨워 이런상태로 봄 중간에 그냥 나가고싶은 영화는 이게 처음이었음..,유튜브 단편으로는 너무 기대가됐는데 장편영화로는 서사가 너무길었고 지루하고 심지어 난해함계속 아우지겨워 이런상태로 봄 중간에 그냥 나가고싶은 영화는 이게 처음이었음,Monday,96,0.0,0.0,0.0,0.0,0.0,0.0,0.6097059331041152,0.0,0.0,0.4606728498547964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6450110080799399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 10:06:00,짜릿짜릿하고 재밌어요! 이번 영화 순위 왜 2위인지 알겠어요 다들 꼭 보세요;;,짜릿짜릿하고 재밌어요 이번 영화 순위 왜 위인지 알겠어요 다들 꼭 보세요,Monday,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 10:04:00,극장에서봐야 몰입최고에요!!!간만에 레전드 영화봐서 행복해요 돈 안아까움,극장에서봐야 몰입최고에요간만에 레전드 영화봐서 행복해요 돈 안아까움,Monday,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 07:11:00,"극장 큰 스크린과 빵빵한 사운드로 보니까 몰입감이 장난 아니네요!?갑자기 괴물이 툭 튀어나와서 놀라게 하는 뻔한 공포 영화가 아니라, ""여기에 갇히면 절대 못 나가겠다"" 싶은 숨 막히는 공간의 압박감과 기괴한 분위기로 사람을 서서히 옥죄어 옵니다.",극장 큰 스크린과 빵빵한 사운드로 보니까 몰입감이 장난 아니네요갑자기 괴물이 툭 튀어나와서 놀라게 하는 뻔한 공포 영화가 아니라 여기에 갇히면 절대 못 나가겠다 싶은 숨 막히는 공간의 압박감과 기괴한 분위기로 사람을 서서히 옥죄어 옵니다,Monday,138,0.0,0.0,0.0,0.0,0.539446995213356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591307643045432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994599324653294
6,2026-06-01 06:48:00,감당할 수 없는 판도라의 상자를 잘못 열어 산으로 간 느낌...,감당할 수 없는 판도라의 상자를 잘못 열어 산으로 간 느낌,Monday,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-01 00:31:00,"이 세계는 과연 시뮬레이션의 가상 세계인가?위 가설을 토대로 백룸은 그 세상속에 존재하지 않는? 존재해서는 안될 공간을 표현한 영화 같아요,제가 본 영화중에 단연코 역대급이라고 생각함",이 세계는 과연 시뮬레이션의 가상 세계인가위 가설을 토대로 백룸은 그 세상속에 존재하지 않는 존재해서는 안될 공간을 표현한 영화 같아요제가 본 영화중에 단연코 역대급이라고 생각함,Monday,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2026-06-01 00:17:00,"개인적으로 백룸은 ‘그 공간을 접한 사람의 기억을 어설프게 복제하는 곳’이라고 해석됩니다.메리가 어린 시절 어머니와 함께 보냈던 '집'이라는 공간도 어설프고 모호한 형태로 생성되었고,해적괴물 역시 클락의 모습을 닮았지만 어딘가 불완전한 외형을 띠고 있었던 것이라 생각합니다.그리고 메리가 백룸에서 클락을 처음 마주했을 때, 클락은 ""당신(메리)이 너무 시끄럽게 해서 숨어있었다""고 말했는데, 이는 불완전한 공간(백룸)에 결함이 없는 '완전한 존재(메리)'가 들어오면서 발생한 균열을 의미하는 것 아닐까 싶습니다.위와 같은 의미가 있다면, 괴물이 클락과 조우했을 때 그를 곧바로 해치지 않고 잠시 살려둔 이유도 약간 풀이가 됩니다. 백룸에서 클락은 스스로를 '불완전한 존재'로 여기고 있었지만 이후 메리와의 식탁 상담 장면에서 클락은 ""나 자신을 바꾸려 하지 않아도 될사람, 결국 바뀌지 않아도 될 사람""이라며 자신의 상태를 정당화합니다. 이는 역설적으로 스스로를 '완전한 존재'로 선언한 셈입니다. 때문에 괴물은 클락의 이러한 심리적 변화를 알아차리고, 그가 완전해진 순간 그를 삼켜버린 것이 아닐까 합니다. 괴물이 어떻게 클락과 메리를 찾은건지는 모르겠으나, 클락과 메리가 처음 백룸에 들어갔을때, 괴물이 근처에 다가왔다는것을 보면, 백룸의 균열을 쉽게 알아차리는 일종의 파수꾼 존재가 아닐까 싶습니다.",개인적으로 백룸은 그 공간을 접한 사람의 기억을 어설프게 복제하는 곳이라고 해석됩니다메리가 어린 시절 어머니와 함께 보냈던 집이라는 공간도 어설프고 모호한 형태로 생성되었고해적괴물 역시 클락의 모습을 닮았지만 어딘가 불완전한 외형을 띠고 있었던 것이라 생각합니다그리고 메리가 백룸에서 클락을 처음 마주했을 때 클락은 당신메리이 너무 시끄럽게 해서 숨어있었다고 말했는데 이는 불완전한 공간백룸에 결함이 없는 완전한 존재메리가 들어오면서 발생한 균열을 의미하는 것 아닐까 싶습니다위와 같은 의미가 있다면 괴물이 클락과 조우했을 때 그를 곧바로 해치지 않고 잠시 살려둔 이유도 약간 풀이가 됩니다 백룸에서 클락은 스스로를 불완전한 존재로 여기고 있었지만 이후 메리와의 식탁 상담 장면에서 클락은 나 자신을 바꾸려 하지 않아도 될사람 결국 바뀌지 않아도 될 사람이라며 자신의 상태를 정당화합니다 이는 역설적으로 스스로를 완전한 존재로 선언한 셈입니다 때문에 괴물은 클락의 이러한 심리적 변화를 알아차리고 그가 완전해진 순간 그를 삼켜버린 것이 아닐까 합니다 괴물이 어떻게 클락과 메리를 찾은건지는 모르겠으나 클락과 메리가 처음 백룸에 들어갔을때 괴물이 근처에 다가왔다는것을 보면 백룸의 균열을 쉽게 알아차리는 일종의 파수꾼 존재가 아닐까 싶습니다,Monday,674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2026-05-31 23:33:00,"가장 우선적으로 우리가 아는 기본적인 공포영화와는 많이 다름.지루한걸 못 견디는 현대인이 싫어할 것 같은 영화. 하지만 백룸의 팬을 지극히 생각해서 만든 영화임은 확실한듯 함.영화가 끝난 후 가장 크게 생각이 되는건 내가 생각하는 과거의 나는 과연 뒤틀려있지 않은가.그 다음으로는 내가 기억을 하고 있는 것 들이 과연 올바르게 기억하고 있는게 맞는가, 의심을 가지게 됨.남,녀 주인공이 미러링으로 하는 대사가 있음. 이 것이 영화가 말하고자 하는 기둥임은 확실함. 그 기둥을 이해하기 위해 처음부터 끝까지 모든 것을 집중해야 함.",가장 우선적으로 우리가 아는 기본적인 공포영화와는 많이 다름지루한걸 못 견디는 현대인이 싫어할 것 같은 영화 하지만 백룸의 팬을 지극히 생각해서 만든 영화임은 확실한듯 함영화가 끝난 후 가장 크게 생각이 되는건 내가 생각하는 과거의 나는 과연 뒤틀려있지 않은가그 다음으로는 내가 기억을 하고 있는 것 들이 과연 올바르게 기억하고 있는게 맞는가 의심을 가지게 됨남녀 주인공이 미러링으로 하는 대사가 있음 이 것이 영화가 말하고자 하는 기둥임은 확실함 그 기둥을 이해하기 위해 처음부터 끝까지 모든 것을 집중해야 함,Sunday,296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555356345594214,0.3892569464491025,0.0,0.0,0.0,0.0,0.0,0.40033669453069504,0.0,0.0,0.0,0.0,0.0,0.7892471730222868
10,2026-05-31 23:24:00,불안불안한 분위기 연출을 잘해서 집중되고 진짜 내가 미로에 갇힌 듯한 느낌도 받은 영화로 재밌게 봤습니다 굿굿!!,불안불안한 분위기 연출을 잘해서 집중되고 진짜 내가 미로에 갇힌 듯한 느낌도 받은 영화로 재밌게 봤습니다 굿굿,Sunday,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8359634149144446,0.0,0.0,0.5487851755692568,0.0,0.0
1,2026-05-31 23:11:00,이게 뭔가요?... 아..내 시간..돈..ㅠ,이게 뭔가요 아내 시간돈,Sunday,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 22:34:00,백룸 생각보다 찝찝해서 좋았음막 무서운 귀신 나오는 공포라기보단 공간 자체가 사람 미치게 하는 느낌 그게 또 백룸 같긴 함보고 나면 노란 복도 좀 생각남 ㅋㅋ,백룸 생각보다 찝찝해서 좋았음막 무서운 귀신 나오는 공포라기보단 공간 자체가 사람 미치게 하는 느낌 그게 또 백룸 같긴 함보고 나면 노란 복도 좀 생각남,Sunday,88,0.0,0.0,0.4166064398391536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166064398391536,0.0,0.6923273957122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166064398391536
1,2026-05-31 22:28:00,불쾌해지고 싶다면 추천합니다,불쾌해지고 싶다면 추천합니다,Sunday,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 22:28:00,백룸이라는 설정을 안 해침,백룸이라는 설정을 안 해침,Sunday,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2026-05-31 22:17:00,솔직히 세계관 잘 모르는 사람 입장에서 끝나고 엥???? 했어요,솔직히 세계관 잘 모르는 사람 입장에서 끝나고 엥 했어요,Sunday,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 22:09:00,여름에 서늘하게 잘봤어요!! 너무무섭네요정말 ㅠㅠ,여름에 서늘하게 잘봤어요 너무무섭네요정말,Sunday,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 22:06:00,완전 재미있게 봤고 친구랑도 다시 또 보고싶어요…!!,완전 재미있게 봤고 친구랑도 다시 또 보고싶어요,Sunday,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 21:28:00,완전 무서워서 집 못가겠어요 너무 무서운데 잼나용!!!,완전 무서워서 집 못가겠어요 너무 무서운데 잼나용,Sunday,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2026-05-31 21:27:00,기괴함 공포영화기는 한데 막 그저 놀래키거나 무섭기만한 영화는 아니고 비바리움 영화랑 되게 비슷함 영화 해석하는거 좋아하는 분들은 보세요,기괴함 공포영화기는 한데 막 그저 놀래키거나 무섭기만한 영화는 아니고 비바리움 영화랑 되게 비슷함 영화 해석하는거 좋아하는 분들은 보세요,Sunday,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5322558649966291,0.0,0.8465835423493006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 20:57:00,올해 본영화중에서 가장 무섭고 소름돋는 영화 이보다 무서운영화가있을까?,올해 본영화중에서 가장 무섭고 소름돋는 영화 이보다 무서운영화가있을까,Sunday,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 20:49:00,1인 자취러 들은 이 영화를 보고 나면 우리 집 공간감이 달라짐을 느낌... ㅋㅋㅋ 오랜만에 쫄깃했다.,인 자취러 들은 이 영화를 보고 나면 우리 집 공간감이 달라짐을 느낌  오랜만에 쫄깃했다,Sunday,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507216185978278,0.0,0.0,0.46592503077989894,0.0,0.0,0.0,0.0,0.0,0.5308412602343598,0.49381490743718537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 20:38:00,아 진짜 너무 무서워요...ㄷㄷ 공포영화 못봐서 영화 대부분 가렸는데ㅋㅋㅋ아 다시봐야하나..,아 진짜 너무 무서워요 공포영화 못봐서 영화 대부분 가렸는데아 다시봐야하나,Sunday,51,0.0,0.0,0.0,0.0,0.0,0.643084665858378,0.0,0.0,0.0,0.4795767393698511,0.0,0.0,0.0,0.0,0.0,0.0,0.42216600028495904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42216600028495904,0.0,0.0
10,2026-05-31 20:35:00,진짜 너무너무 무서워서 오늘은 선풍기 안틀어도 될듯,진짜 너무너무 무서워서 오늘은 선풍기 안틀어도 될듯,Sunday,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,2026-05-31 20:29:00,무너진 내면과 기억의 기이한 형상화.,무너진 내면과 기억의 기이한 형상화,Sunday,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-05-31 20:21:00,"아닠ㅋ 백룸 재난생존물 기대하고 가시면 돈 버립니다. 내가 설정을 잘 몰라서 그런가 아니 설정 다 알고 봐도 진짜 노잼일것같음 무슨 백룸을 철학영화로 만들어놨는데 그렇다고 잘 만든 철학영화도 아니고..뭔가를 애써 투영하려고 하는건 응 알겠고(모르겠고) 세트장은 잘만들었는데 그 기괴하고 음산한 공간에서 우리가 기대하는 그 모든걸 안보여줌. 괴물이 없더라도 공간 자체의 압도감, 광대함, 막막함 등을 기대하는게 백룸인데, 없음. 있다가요? 아니 그냥 없어요",아닠 백룸 재난생존물 기대하고 가시면 돈 버립니다 내가 설정을 잘 몰라서 그런가 아니 설정 다 알고 봐도 진짜 노잼일것같음 무슨 백룸을 철학영화로 만들어놨는데 그렇다고 잘 만든 철학영화도 아니고뭔가를 애써 투영하려고 하는건 응 알겠고모르겠고 세트장은 잘만들었는데 그 기괴하고 음산한 공간에서 우리가 기대하는 그 모든걸 안보여줌 괴물이 없더라도 공간 자체의 압도감 광대함 막막함 등을 기대하는게 백룸인데 없음 있다가요 아니 그냥 없어요,Sunday,254,0.0,0.0,0.5718877996301578,0.0,0.0,0.0,0.5567778171237546,0.0,0.0,0.0,0.0,0.0,0.4751889950505716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3703217870662097,0.0,0.0
8,2026-05-31 20:00:00,수많은 방들처럼 해석의 여지가 분분할 듯함,수많은 방들처럼 해석의 여지가 분분할 듯함,Sunday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026-05-31 19:49:00,영화 관람후 출구쪽 나오니 다음 타임 보려 줄지어 서 있는 사람들을 보니 나와는 다른 세계관을 가졌구나싶은...전 아이때문에 보호자자격으로 강제로 끌려갔다 백룸 탈출 한거임,영화 관람후 출구쪽 나오니 다음 타임 보려 줄지어 서 있는 사람들을 보니 나와는 다른 세계관을 가졌구나싶은전 아이때문에 보호자자격으로 강제로 끌려갔다 백룸 탈출 한거임,Sunday,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568147481719485,0.0,0.0,0.0,0.44276570572753915,0.0,0.0,0.0,0.0,0.0,0.0,0.6936619989933148,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-05-31 19:36:00,이영화는 처음부터 개를 모르는상태에서 설명으로만 개를 그리라고 시키는 것과 같은 맥락의 개OOO임,이영화는 처음부터 개를 모르는상태에서 설명으로만 개를 그리라고 시키는 것과 같은 맥락의 개ooo임,Sunday,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-05-31 19:18:00,"내용 이해 x , 결말도 이상함 그냥 어린얘가 만든 거 같음",내용 이해 x  결말도 이상함 그냥 어린얘가 만든 거 같음,Sunday,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-05-31 18:41:00,캬 익숙한 장면도 보이기도 하고 세계관 확립을 잘 한 것 같아서 진짜 재밌게 봤습니다.,캬 익숙한 장면도 보이기도 하고 세계관 확립을 잘 한 것 같아서 진짜 재밌게 봤습니다,Sunday,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8359634149144446,0.0,0.0,0.5487851755692568,0.0,0.0
1,2026-05-31 18:31:00,이건 아니야... ?.,이건 아니야,Sunday,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2026-05-31 18:11:00,와 간만에 봤던 영화중에 정말 재미없게 봤네요. 이게 어떻게 평점이 높을수가 있는지 정말 이해할수가 없네요,와 간만에 봤던 영화중에 정말 재미없게 봤네요 이게 어떻게 평점이 높을수가 있는지 정말 이해할수가 없네요,Sunday,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,2026-05-31 17:52:00,어떠한 울림이 있는 영화,어떠한 울림이 있는 영화,Sunday,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5380378079795173,0.0,0.0,0.0,0.0,0.0,0.0,0.8429207063446692,0.0,0.0,0.0,0.0,0.0,0.0
6,2026-05-31 17:27:00,장님이 코끼리대신 공포영화를 더듬고있다.,장님이 코끼리대신 공포영화를 더듬고있다,Sunday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
